1416, A.R. Hospital Malappuram, AR Hospital,Padikkal - Karuvankallu Rd -  Parambil Peedika -  Peruvallur -  Kerala 676317 -  India,11.1038354,75.9245231
496, AABINDH Hospital Palakkad, 
297, Abhi Nidhi Hospital, Abhi Nidhi Hospital,Thiruvananthapuram - Neyyar Dam Rd -  Mannumkara -  Kallikkad -  Kerala 695572 -  India,8.530002999999999,77.12372839999999
983, Abraham s Infertility and Gynaec Centre Kottayam, Abraham's Infertility Research & Gynaec Centre,Athakkatt Chambers -  Changanassery -  Kerala 686101 -  India,9.449309300000001,76.5435397
